FID,x,y,adr_pelny,ogolem
29410,20.04593525,50.09514937,JASIA I MAŁGOSI 14,3
29411,20.04440212,50.09429958,STEFANA KISIELEWSKIEGO 7,3
29412,20.04291533,50.09438156,STEFANA KISIELEWSKIEGO 52,3
29413,20.04332012,50.09473179,STEFANA KISIELEWSKIEGO 62,3
29414,20.04282648,50.0947985,STEFANA KISIELEWSKIEGO 55,3
29415,20.04256044,50.09374471,STEFANA KISIELEWSKIEGO 40,3
29416,20.04338332,50.09349147,STEFANA KISIELEWSKIEGO 30,3
29417,20.04935936,50.09352789,WŁADYSŁAWA IV 16,3
29418,20.0363621,50.09515649,SANDORA PETÖFIEGO 7,3
29419,20.03765005,50.09633234,PIOTRUSIA PANA 2,3
29420,20.06509605,50.09990126,KANTOROWICKA 61,3
29421,20.06193908,50.10346508,KANTOROWICKA 105,3
29422,20.06001434,50.10255253,SANDORA PETÖFIEGO 133,3
29423,20.04152161,50.10579849,GUSTAWA MORCINKA 14A,3
29424,20.03845768,50.10506114,GUSTAWA MORCINKA 2,3
29425,20.0509329,50.11090452,KANTOROWICKA 98,3
29426,20.06928626,50.09868526,OBWODOWA 22A,3
29427,20.06923132,50.09864347,OBWODOWA 22B,3
29428,20.07098517,50.09775111,GEODETÓW 6B,3
29429,20.05593937,50.10993518,ZAKOLE 12,3
29430,20.0509112,50.1101773,KANTOROWICKA 201,3
29431,20.05022459,50.11011818,KANTOROWICKA 203,3
29432,20.06034883,50.10479339,KANTOROWICKA 117,3
29433,20.0577291,50.10614489,KANTOROWICKA 143,3
29434,20.07623897,50.11033813,STARY GOŚCINIEC 9,3
29435,20.05824749,50.11156609,ZAKOLE 21,3
29436,20.0613705,50.11087134,ZAKOLE 46,3
29437,20.07289625,50.10544257,KOCMYRZOWSKA 39,3
29438,20.07594123,50.10042569,GRĘBAŁOWSKA 63,3
29439,20.0761282,50.1005496,GRĘBAŁOWSKA 65,3
29440,20.07709639,50.10123785,LUBORZYCKA 4,3
29441,20.07414518,50.09948216,GRĘBAŁOWSKA 49,3
29442,20.07468808,50.09889604,STOKOWA 11,3
29443,20.07477034,50.09865382,STOKOWA 18,3
29444,20.07893064,50.09740595,STUDZIENNA 6,3
29445,20.0739806,50.09791338,STOKOWA 8,3
29446,20.08078424,50.09598573,KAROLA DARWINA 43,3
29447,20.07662338,50.09425324,KAROLA DARWINA 21,3
29448,20.07362575,50.09917499,GRĘBAŁOWSKA 44,3
29449,20.06832362,50.0984884,KANTOROWICKA 40,3
29450,20.06878076,50.09926833,OBWODOWA 6,3
29451,20.0689983,50.09943655,OBWODOWA 8,3
29452,20.06858621,50.09946806,OBWODOWA 7,3
29453,20.07721058,50.10166954,LUBORZYCKA 8,3
29454,20.07419808,50.10157551,GŁĘBINOWA 10,3
29455,20.07330901,50.09861995,FRANCISZKA TWAROGA 4,3
29456,20.08197141,50.09635392,KAROLA DARWINA 47A,3
29457,20.07720796,50.10347335,LUBORZYCKA 19,3
29458,20.06868005,50.09865391,KANTOROWICKA 40A,3
29459,20.06870243,50.09588387,GEODETÓW 23,3
29460,20.07152032,50.09614884,KANTOROWICKA 25,3
29461,20.07657613,50.10320571,MIECZYSŁAWA KAMBERSKIEGO 4,3
29462,20.07708806,50.10088181,LUBORZYCKA 2,3
29463,20.07906009,50.10480224,LUBORZYCKA 52,3
29464,20.11244032,50.10930757,JANA STANISŁAWA BYSTRONIA 9,3
29465,20.10261078,50.11044709,KALWIŃSKA 7,3
29466,20.10547122,50.11314748,BRACI POLSKICH 13,3
29467,20.10578487,50.11303194,BRACI POLSKICH 11,3
29468,20.10843893,50.11338384,CYPRIANA GODEBSKIEGO 57,3
29469,20.10864154,50.11090542,CYPRIANA GODEBSKIEGO 53,3
29470,20.06887091,50.09967316,OBWODOWA 9,3
29471,20.06910876,50.09985296,OBWODOWA 11,3
29472,20.06952771,50.09983084,OBWODOWA 12,3
29473,20.07149787,50.10120983,STYCZNA 10,3
29474,20.07316626,50.10085892,GŁĘBINOWA 6,3
29475,20.0529271,50.07326864,OSIEDLE STALOWE 18,3
29476,20.05741287,50.07607591,MELCHIORA WAŃKOWICZA 16,3
29477,20.04483874,50.08567718,STADIONOWA 21,3
29478,20.05537777,50.08279526,MELCHIORA WAŃKOWICZA 29,3
29479,20.05708363,50.08014043,MELCHIORA WAŃKOWICZA 54,3
29480,20.0573187,50.07980774,MELCHIORA WAŃKOWICZA 50,3
29481,20.05602916,50.08300029,MELCHIORA WAŃKOWICZA 82,3
29482,20.05571407,50.08321606,MELCHIORA WAŃKOWICZA 86,3
29483,20.05512363,50.0840936,POLSKIEGO CZERWONEGO KRZYŻA 4,3
29484,20.05505421,50.08295109,MELCHIORA WAŃKOWICZA 33,3
29485,20.05353587,50.08454205,MELCHIORA WAŃKOWICZA 65,3
29486,20.06065899,50.08102356,JULIUSZA KLEINERA 1,3
29487,20.06007747,50.08277651,WĄWOZOWA 24,3
29488,20.05902326,50.08257252,WĄWOZOWA 9,3
29489,20.05967799,50.08108327,WĄWOZOWA 3C,3
29490,20.05254566,50.08378699,MELCHIORA WAŃKOWICZA 55,3
29491,20.05236591,50.08533996,MELCHIORA WAŃKOWICZA 154,3
29492,20.05630146,50.08315423,MELCHIORA WAŃKOWICZA 84,3
29493,20.10904741,50.11484664,CYPRIANA GODEBSKIEGO 40,3
29494,20.10841559,50.11388053,CYPRIANA GODEBSKIEGO 59,3
29495,20.10362434,50.11361675,BRACI POLSKICH 34,3
29496,20.04785168,50.0853639,MELCHIORA WAŃKOWICZA 161,3
29497,20.06016867,50.08117478,WĄWOZOWA 4,3
29498,20.09971582,50.09452362,LUBOCKA 135,3
29499,20.09401302,50.09659376,MARGLOWA 3,3
29500,20.0944432,50.09658808,MARGLOWA 5,3
29501,20.09416667,50.096391,MARGLOWA 4,3
29502,20.09147795,50.09688258,GRZEGORZA Z SANOKA 13,3
29503,20.08235037,50.09370919,LUBOCKA 32,3
29504,20.0846739,50.09349735,BURZOWA 18,3
29505,20.08329012,50.09370052,BURZOWA 3,3
29506,20.0825895,50.09454269,LUBOCKA 39,3
29507,20.0818703,50.09402804,LUBOCKA 33,3
29508,20.07856355,50.09236306,LUBOCKA 6,3
29509,20.05771236,50.06184426,ŻAGLOWA 14,3
29510,20.05697917,50.0597228,STARE WIŚLISKO 51,3
29511,20.05510949,50.05911418,STARE WIŚLISKO 35,3
29512,20.05531763,50.05803775,STARE WIŚLISKO 14,3
29513,20.07161434,50.06230216,NA NIWACH 3,3
29514,20.07095177,50.06236543,POWIATOWA 39,3
29515,20.08167897,50.09421035,LUBOCKA 31,3
29516,20.0783557,50.09486892,KAROLA DARWINA 44,3
29517,20.07728601,50.09419571,KAROLA DARWINA 36,3
29518,20.07518736,50.09252264,LUBOCKA 1,3
29519,20.07976225,50.09334232,LUBOCKA 15,3
29520,20.07862342,50.0949749,KAROLA DARWINA 46,3
29521,20.08436093,50.09516486,LUBOCKA 57,3
29522,20.08592868,50.09574694,LUBOCKA 75,3
29523,20.08705238,50.09611382,LUBOCKA 87,3
29524,20.08729104,50.09590782,LUBOCKA 91,3
29525,20.08757868,50.09527049,LUBOCKA 68,3
29526,20.09652225,50.09466393,HENRYKA ROWIDA 2,3
29527,20.08389837,50.09256114,ŁAZOWA 10,3
29528,20.08517029,50.09211581,ŁAZOWA 16,3
29529,20.08543482,50.09256979,ŁAZOWA 18,3
29530,20.08134476,50.09408179,LUBOCKA 29A,3
29531,20.08999718,50.09851424,KAROLA DARWINA 86,3
29532,20.08747499,50.09558361,LUBOCKA 97,3
29533,20.09166506,50.09520197,LUBOCKA 88,3
29534,20.08659716,50.09313008,BURZOWA 23,3
29535,20.08580807,50.09328386,BURZOWA 28,3
29536,20.0854815,50.0950903,LUBOCKA 54,3
29537,20.05587294,50.08400282,MELCHIORA WAŃKOWICZA 102,3
29538,20.06116544,50.08217828,TADEUSZA LEHRA-SPŁAWIŃSKIEGO 12,3
29539,20.05156155,50.08477814,JÓZEFA KRASNOWOLSKIEGO 7,3
29540,20.04254869,50.05572163,MICHAŁA WOŁODYJOWSKIEGO 12A,3
29541,20.0427043,50.05543175,MICHAŁA WOŁODYJOWSKIEGO 14,3
29542,20.04490086,50.05715023,JAGIENKI 1,3
29543,20.04580212,50.05645447,ZAGŁOBY 12A,3
29544,20.04579859,50.05628382,ZAGŁOBY 14,3
29545,20.04427759,50.05624314,GRANICZNA 7,3
29546,20.04388092,50.05336433,NIEPOKALANEJ PANNY MARII 125,3
29547,20.04278914,50.0548285,MICHAŁA WOŁODYJOWSKIEGO 17,3
29548,20.04539695,50.05512547,ZAGŁOBY 19,3
29549,20.04467807,50.05445947,MICHAŁA WOŁODYJOWSKIEGO 26,3
29550,20.04993447,50.05764263,KLASZTORNA 44,3
29551,20.04953356,50.05773232,MICHAŁA HUTNIKA 3,3
29552,20.04233327,50.055521,MICHAŁA WOŁODYJOWSKIEGO 13,3
29553,20.04219361,50.05548411,MICHAŁA WOŁODYJOWSKIEGO 13A,3
29554,20.04548989,50.06020052,ODMĘTOWA 24,3
29555,20.04821884,50.05879743,ZBYSZKA Z BOGDAŃCA 18,3
29556,20.04576861,50.05989696,ODMĘTOWA 23,3
29557,20.04988871,50.0606295,JUTRZYŃSKA 1,3
29558,20.0499868,50.06071043,JUTRZYŃSKA 2,3
29559,20.05055692,50.06194879,KLASZTORNA 24,3
29560,20.03567864,50.0540072,NIEPOKALANEJ PANNY MARII 77,3
29561,20.04176649,50.05689896,MICHAŁA WOŁODYJOWSKIEGO 5,3
29562,20.10750789,50.10690966,WŁADYSŁAWA SKOCZYLASA 35,3
29563,20.11765309,50.10825618,LUDWIKA HIERONIMA MORSTINA 25,3
29564,20.05405001,50.05918831,STARE WIŚLISKO 29,3
29565,20.05284756,50.05925722,STARE WIŚLISKO 19,3
29566,20.05159407,50.05948386,STARE WIŚLISKO 13,3
29567,20.05490236,50.05849762,STARE WIŚLISKO 10,3
29568,20.05566485,50.05868366,STARE WIŚLISKO 22,3
29569,20.05712458,50.05953006,STARE WIŚLISKO 26,3
29570,20.05065722,50.05598639,KLASZTORNA 27B,3
29571,20.05237729,50.05682857,SYRACHOWSKA 10,3
29572,20.06901333,50.06392222,BARDOSA 23B,3
29573,20.06732409,50.06731747,BARDOSA 7,3
29574,20.05744232,50.06233701,ŻAGLOWA 15,3
29575,20.05787991,50.06202642,ŻAGLOWA 19A,3
29576,20.06851895,50.06382618,BARDOSA 48A,3
29577,20.12755169,50.09800533,GLINIK 49C,3
29578,20.12413803,50.09695734,WADOWSKA 42,3
29579,20.04376552,50.05528117,GRĄBY 11,3
29580,20.04331147,50.05601382,GRANICZNA 10B,3
29581,20.04583287,50.05424214,ZAGŁOBY 44,3
29582,20.04679729,50.05482467,ZAGŁOBY 34,3
29583,20.04703994,50.0548665,ZAGŁOBY 38,3
29584,20.04736486,50.05485846,ZAGŁOBY 42,3
29585,20.04303743,50.0581874,KMICICA 13,3
29586,20.03908766,50.05460862,LONGINUSA PODBIPIĘTY 82B,3
29587,20.04395643,50.05444417,MICHAŁA WOŁODYJOWSKIEGO 22,3
29588,20.10968954,50.10422321,WŁADYSŁAWA SKOCZYLASA 5,3
29589,20.10915649,50.10801857,CYPRIANA GODEBSKIEGO 39,3
29590,19.82990519,50.04411255,ZASZKOLNA 2,3
29591,19.82266656,50.04460157,OKRĄG 10,3
29592,19.90605126,50.05144509,UKRYTA 16,3
29593,19.90738047,50.05186487,UKRYTA 6,3
29594,19.90848366,50.05232508,BIAŁE WZGÓRZE 14,3
29595,19.91065061,50.05196423,KSIĘCIA JÓZEFA 23,3
29596,20.17395273,50.08736303,PYSOCICE 42,3
29597,20.11108781,50.0703852,NADBRZEZIE 24,3
29598,20.16948499,50.0703312,PODSTAWIE 21,3
29599,20.16721201,50.06729904,WYCIĄSKA 58,3
29600,20.16768208,50.06728167,WYCIĄSKA 67,3
29601,20.16813881,50.0660531,WYCIĄSKA 79,3
29602,19.82915427,50.04075174,SKALNA 11,3
29603,19.83110809,50.04077962,ZAKRĘT 15,3
29604,19.82975942,50.04354369,KSIĘCIA JÓZEFA 160,3
29605,19.825566,50.03789973,ORLA 4,3
29606,19.90879896,50.05481304,KRÓLOWEJ JADWIGI 50,3
29607,19.91232562,50.05221956,KSIĘCIA JÓZEFA 9,3
29608,19.91092051,50.05192985,KSIĘCIA JÓZEFA 19,3
29609,19.90741565,50.05101048,KSIĘCIA JÓZEFA 51,3
29610,20.11110557,50.07110603,NADBRZEZIE 45,3
29611,20.11018427,50.06884536,ŚW. WINCENTEGO 6,3
29612,20.16862441,50.06488245,WYCIĄSKA 91,3
29613,20.16265728,50.04594186,TARASOWA 5,3
29614,19.83184495,50.04233047,DALEKA 8,3
29615,19.82595866,50.04150269,ORLA 38,3
29616,19.82507044,50.04094519,SOKOLA 5,3
29617,19.90919973,50.05215304,KSIĘCIA JÓZEFA 31,3
29618,19.90938583,50.05210992,KSIĘCIA JÓZEFA 29A,3
29619,19.90834386,50.05263542,BIAŁE WZGÓRZE 26,3
29620,19.91286727,50.05458177,EMAUS 14A,3
29621,20.11526428,50.07192567,NADBRZEZIE 42,3
29622,20.10435073,50.05906194,KAROWA 22,3
29623,20.10710897,50.05971238,KAROWA 32,3
29624,20.11098616,50.05806955,SUCHY JAR 18,3
29625,20.11173196,50.05674888,SUCHY JAR 26,3
29626,20.16218391,50.04580956,TARASOWA 7,3
29627,20.17521701,50.05945655,DROŻYSKA 61,3
29628,20.16704964,50.0533869,CIEKOWIEC 15,3
29629,20.16399416,50.04919453,RZEPAKOWA 16,3
29630,19.81942946,50.04282618,KSIĘCIA JÓZEFA 204,3
29631,19.81824682,50.0426117,KSIĘCIA JÓZEFA 210,3
29632,19.82745295,50.04189163,SĘPIA 18,3
29633,19.90679591,50.05627102,EMAUS 28A,3
29634,19.906946,50.0514528,UKRYTA 23,3
29635,19.90701749,50.05147766,UKRYTA 21,3
29636,19.91321091,50.05244462,KSIĘCIA JÓZEFA 1,3
29637,19.90674829,50.05521737,KRÓLOWEJ JADWIGI 64A,3
29638,19.91037735,50.05449686,KRÓLOWEJ JADWIGI 38,3
29639,19.91122927,50.05417042,KRÓLOWEJ JADWIGI 32B,3
29640,20.10426619,50.0451667,POPIELNIK 16,3
29641,20.13637273,50.06998436,SASANEK 7,3
29642,20.13792362,50.0688142,PLASTUSIA 1,3
29643,20.16693347,50.05307936,CIEKOWIEC 12,3
29644,19.81737369,50.04074976,INŻ. ADAMA BIELAŃSKIEGO 17,3
29645,19.82404715,50.04246224,SĘPIA 44,3
29646,19.83323531,50.04151033,ZAKRĘT 14,3
29647,19.82989948,50.03978531,SKALNA 15,3
29648,19.83326763,50.04174359,ZAKRĘT 12,3
29649,19.82082689,50.04215366,NA WIRACH 15,3
29650,19.91010555,50.05193434,KSIĘCIA JÓZEFA 27,3
29651,19.90327737,50.05502916,ZAŚCIANEK 4,3
29652,19.88677555,50.06468415,FRANCISZKA PĘKSZYCA-GRUDZIŃSKIEGO 11,3
29653,19.88834872,50.06399786,PIOTRA BOROWEGO 17,3
29654,20.13505167,50.05881183,BRANICKA 37,3
29655,20.16099215,50.056449,UBELINY 3,3
29656,20.15600564,50.11133727,WĘGRZYNOWICKA 43,3
29657,20.20805228,50.05183915,BRZESKA 33,3
29658,20.20176801,50.05769667,BETONOWA 1,3
29659,20.19698319,50.0627032,BOLESŁAWA KONTRYMA 10,3
29660,19.82075223,50.04175976,SOKOLA 58,3
29661,19.82373488,50.04269911,DWORNA 24,3
29662,19.8261719,50.04251811,ORLA 53,3
29663,19.89905188,50.0586258,PIASTOWSKA 1,3
29664,19.89913416,50.05858804,PIASTOWSKA 1A,3
29665,19.88630745,50.06386696,KLEMENSA BĄKOWSKIEGO 5,3
29666,19.8866434,50.06381827,KLEMENSA BĄKOWSKIEGO 3,3
29667,20.15951416,50.05718362,RZEPAKOWA 17A,3
29668,20.15880869,50.05783055,RZEPAKOWA 15,3
29669,20.15737336,50.05882558,PYSOŃCE 3,3
29670,20.16108721,50.05886696,PYSOŃCE 12,3
29671,20.158953,50.0569692,RZEPAKOWA 8A,3
29672,20.18267807,50.11300664,WRÓŻENICKA 33,3
29673,19.82633145,50.04230117,ORLA 46,3
29674,19.82152448,50.04109644,JEMIOŁUSZEK 6,3
29675,19.82034182,50.04224666,NA WIRACH 11,3
29676,19.827898,50.04160539,SĘPIA 10,3
29677,19.86581808,50.04665502,KSIĘCIA JÓZEFA 114,3
29678,19.85952008,50.04567289,KSIĘCIA JÓZEFA 237,3
29679,20.14487558,50.08729101,RUSIECKA 7,3
29680,20.14707674,50.08572093,JEZIORKO 9,3
29681,20.17597334,50.10985038,JÓZEFA SAWY-CALIŃSKIEGO 94,3
29682,20.18119295,50.0985395,KUŚNIERSKA 6,3
29683,20.15876514,50.07034644,ROMANA PRAWOCHEŃSKIEGO 1,3
29684,20.16056422,50.07006985,WYCIĄSKA 29,3
29685,20.16196708,50.0697991,WYCIĄSKA 33,3
29686,20.16287976,50.06976896,WYCIĄSKA 35,3
29687,20.19655462,50.06372028,BOLESŁAWA KONTRYMA 7,3
29688,20.19859823,50.06335983,BOLESŁAWA KONTRYMA 22,3
29689,20.19751273,50.06364526,BOLESŁAWA KONTRYMA 11,3
29690,19.89596649,50.05141795,WODOCIĄGOWA 12A,3
29691,20.18086947,50.11285687,WRÓŻENICKA 23,3
29692,20.1803979,50.11285339,WRÓŻENICKA 21,3
29693,20.18306833,50.11308811,WRÓŻENICKA 35,3
29694,20.18346857,50.11310968,WRÓŻENICKA 39,3
29695,20.18753787,50.11281146,WRÓŻENICKA 46,3
29696,19.85905465,50.04570352,KOZIARÓWKA 1,3
29697,19.85655709,50.04512645,KSIĘCIA JÓZEFA 251,3
29698,19.86053676,50.04614336,KSIĘCIA JÓZEFA 227,3
29699,20.17931731,50.09729828,JÓZEFA SAWY-CALIŃSKIEGO 4,3
29700,20.17144305,50.10533079,JÓZEFA SAWY-CALIŃSKIEGO 52,3
29701,20.17257969,50.10641835,JÓZEFA SAWY-CALIŃSKIEGO 60,3
29702,19.84500393,50.06640063,CHEŁMSKA 22B,3
29703,19.85714511,50.06478674,HALKI 15,3
29704,19.84017885,50.06387956,CHEŁMSKA 48A,3
29705,19.83732644,50.06002325,ZAKAMYCZE 33,3
29706,20.18943266,50.11403037,WRÓŻENICKA 53,3
29707,20.18226531,50.11267547,WRÓŻENICKA 24,3
29708,19.89574574,50.04697653,KSIĘCIA JÓZEFA 32,3
29709,19.88741089,50.04792356,KSIĘCIA JÓZEFA 111A,3
29710,19.90233215,50.04926891,KSIĘCIA JÓZEFA 65A,3
29711,20.18022873,50.09855302,KUŚNIERSKA 4B,3
29712,20.17764439,50.1018322,KUŚNIERSKA 7,3
29713,20.18079269,50.09838004,KUŚNIERSKA 4C,3
29714,19.91973127,50.06823381,FRYDERYKA CHOPINA 21,3
29715,19.91834207,50.07044708,JULIUSZA LEA 20,3
29716,20.125039,50.05394762,KĄKOLOWA 4,3
29717,20.12604963,50.05170827,KĄKOLOWA 14,3
29718,20.20059685,50.0574727,BRZESKA 30A,3
29719,20.20057543,50.05637776,DROŻYSKA 14,3
29720,19.88200137,50.04668825,KSIĘCIA JÓZEFA 125,3
29721,19.87633645,50.0505266,UBOCZNA 1A,3
29722,19.87665657,50.05047667,UBOCZNA 1,3
29723,19.87784724,50.05053114,UBOCZNA 5,3
29724,20.17375028,50.09591581,ANDRZEJA STOPKI 20,3
29725,20.17132769,50.09136462,ANDRZEJA STOPKI 1,3
29726,20.12755664,50.04959684,TRUSKAWKOWA 6,3
29727,20.12506014,50.04863456,RUMIANKOWA 6,3
29728,20.12153886,50.04852076,KŁOSOWA 4,3
29729,20.12088948,50.04627802,KŁOSOWA 10,3
29730,20.12088681,50.04568272,KŁOSOWA 12,3
29731,20.18387379,50.05717293,DROŻYSKA 68,3
29732,20.18600091,50.05736225,DROŻYSKA 60,3
29733,20.1872665,50.05716288,DROŻYSKA 56,3
29734,20.18251332,50.05732016,DROŻYSKA 72A,3
29735,19.86834831,50.04725767,KSIĘCIA JÓZEFA 185,3
29736,19.87309948,50.04776646,ŻEMAITISA 9,3
29737,19.87524883,50.04745832,ADOLFA SZYSZKO-BOHUSZA 4,3
29738,20.17625836,50.09145688,PŁOSZCZYNY 14,3
29739,20.17681189,50.09112173,PŁOSZCZYNY 8,3
29740,20.12640171,50.04492382,TRUSKAWKOWA 11A,3
29741,20.12977748,50.04776622,POWOJOWA 5,3
29742,20.12484136,50.04716284,RUMIANKOWA 9,3
29743,20.19317989,50.06226749,ZAKĘPIE 12,3
29744,20.20889718,50.0495902,NADWODNA 13,3
29745,20.20837772,50.04970014,NADWODNA 11,3
29746,20.20805456,50.05006352,NADWODNA 7,3
29747,20.20740659,50.05137317,BRZESKA 52,3
29748,20.20445117,50.05317183,BRZESKA 38,3
29749,19.87464647,50.04782868,ADOLFA SZYSZKO-BOHUSZA 26,3
29750,19.87448477,50.04756187,ADOLFA SZYSZKO-BOHUSZA 22,3
29751,19.87394049,50.04768089,ADOLFA SZYSZKO-BOHUSZA 36,3
29752,19.87431857,50.04799805,ADOLFA SZYSZKO-BOHUSZA 30,3
29753,19.8787202,50.04857182,KAMEDULSKA 32,3
29754,19.87142374,50.05074005,JODŁOWA 14B,3
29755,20.1723235,50.08887619,PYSOCICE 13,3
29756,20.17031044,50.08827802,PYSOCICE 3,3
29757,20.17695734,50.09166584,PŁOSZCZYNY 10A,3
29758,20.17494502,50.09071977,KOŚCIELNICKA 19,3
29759,20.14321465,50.07077995,EDWARDA SZYMAŃSKIEGO 5,3
29760,20.14278612,50.06892963,PLASTUSIA 26,3
29761,19.87334332,50.05046773,JODŁOWA 36,3
29762,19.87567292,50.05104511,OLCHOWA 5,3
29763,19.86738944,50.04721266,KSIĘCIA JÓZEFA 193,3
29764,19.87632984,50.04833722,KAMEDULSKA 41,3
29765,20.12186304,50.05557406,BRANICKA 11,3
29766,20.13301809,50.05859381,BRANICKA 10,3
29767,20.18948565,50.06638467,BRZESKA 6B,3
29768,20.18945049,50.06621586,BRZESKA 6A,3
29769,20.17174836,50.06945584,PODSTAWIE 10,3
29770,20.17502513,50.06989789,PODSTAWIE 14,3
29771,20.14222505,50.06424238,GEN. MICHAŁA KARASZEWICZA-TOKARZEWSKIEGO 13,3
29772,20.15047402,50.07423912,RZEPAKOWA 4,3
29773,20.17968312,50.05283412,SIEJÓWKA 9,3
29774,20.19611249,50.05555409,DROŻYSKA 9,3
29775,20.19690721,50.05567145,DROŻYSKA 7,3
29776,20.19864655,50.05451178,BIWAKOWA 10,3
29777,20.20123913,50.05442094,BIWAKOWA 26,3
29778,20.19209802,50.05503098,DROŻYSKA 27,3
29779,19.87671698,50.05034254,UBOCZNA 2,3
29780,19.87551383,50.04838551,KAMEDULSKA 47,3
29781,20.04617843,50.05691761,MARKA KUBLIŃSKIEGO 4,3
29782,20.04696278,50.05693597,MARKA KUBLIŃSKIEGO 10,3
29783,20.17841437,50.08836132,KOŚCIELNICKA 3D,3
29784,20.18322217,50.09428505,PYSOCICE 98,3
29785,20.18337391,50.09400363,PYSOCICE 96,3
29786,20.17763452,50.08905626,KOŚCIELNICKA 10,3
29787,20.17889348,50.08877287,KOŚCIELNICKA 8A,3
29788,20.16064149,50.07722022,IGOŁOMSKA 48,3
29789,20.15120809,50.07424441,RZEPAKOWA 5,3
29790,20.15782119,50.07288473,WYCIĄSKA 12,3
29791,19.82965026,50.04413215,ZASZKOLNA 1,3
29792,19.82937104,50.04428458,ZASZKOLNA 3,3
29793,19.90318312,50.05512534,ZAŚCIANEK 2,3
29794,19.90633107,50.05533348,KRÓLOWEJ JADWIGI 68,3
29795,19.90338987,50.05471248,ZAŚCIANEK 14,3
29796,20.17627771,50.0889923,KOŚCIELNICKA 9,3
29797,20.18516076,50.08074819,WIEWIÓRCZA 1,3
29798,20.18387131,50.08065935,IGOŁOMSKA 93,3
29799,20.18431525,50.08077155,IGOŁOMSKA 101,3
29800,20.188702,50.08087574,WIEWIÓRCZA 11,3
29801,20.1874246,50.08102132,WIEWIÓRCZA 7A,3
29802,20.15863155,50.07069414,ROMANA PRAWOCHEŃSKIEGO 2,3
29803,20.16403078,50.06976125,WYCIĄSKA 41,3
29804,20.16135936,50.07129249,TYMIANKOWA 10,3
29805,19.82691285,50.04431255,KSIĘCIA JÓZEFA 329,3
29806,19.82704249,50.04543244,ORLA 79,3
29807,19.90970449,50.05379119,ŚW. BRONISŁAWY 21,3
29808,19.91046848,50.05344123,ŚW. BRONISŁAWY 17,3
29809,20.17015223,50.07904273,IGOŁOMSKA 63,3
29810,20.18429643,50.09234029,PYSOCICE 90A,3
29811,19.89556262,50.05842572,KRÓLOWEJ JADWIGI 138B,3
29812,19.89823652,50.05902659,DR. TADEUSZA KUDLIŃSKIEGO 7,3
29813,19.88690039,50.0628947,KRÓLOWEJ JADWIGI 161A,3
29814,19.88877585,50.06286759,JÓZEFA KORZENIOWSKIEGO 37A,3
29815,19.86601565,50.06594395,ALEJA SOSNOWA 4,3
29816,19.86725326,50.06510138,ALEJA KASZTANOWA 11,3
29817,19.84629785,50.06561677,JUNACKA 29,3
29818,19.92794022,50.07826841,OBOŹNA 13A,3
29819,19.8908895,50.06186955,JÓZEFA KORZENIOWSKIEGO 26A,3
29820,19.88809645,50.06135446,POD SIKORNIKIEM 19,3
29821,19.8863953,50.06598682,STRZELNICA 6,3
29822,19.88622292,50.06550154,FRANCISZKA PĘKSZYCA-GRUDZIŃSKIEGO 28A,3
29823,19.88577918,50.06456457,TADEUSZA WYRWY-FURGALSKIEGO 15,3
29824,19.88804542,50.0646323,FRANCISZKA PĘKSZYCA-GRUDZIŃSKIEGO 8,3
29825,19.92134196,50.06835805,FRYDERYKA CHOPINA 18,3
29826,19.85840664,50.06714124,JANA I JÓZEFA KOTLARCZYKÓW 14,3
29827,19.85876925,50.06821635,SARNIE UROCZYSKO 17A,3
29828,19.86173318,50.06851407,KRÓLOWEJ JADWIGI 304,3
29829,19.86188409,50.06682921,KAZIMIERZA NITSCHA 7,3
29830,19.83671362,50.06022161,ZA SKŁONEM 17,3
29831,19.83683185,50.06020105,ZA SKŁONEM 19,3
29832,19.83750748,50.06030227,ZAKAMYCZE 38,3
29833,19.93198664,50.07771293,JÓZEFA FRIEDLEINA 25A,3
29834,19.92705843,50.07696755,WROCŁAWSKA 31,3
29835,19.92601757,50.07656511,LITEWSKA 17,3
29836,19.92177652,50.0679839,MIECZYSŁAWA KARŁOWICZA 15,3
29837,19.8578948,50.066227,ALEJA KASZTANOWA 50,3
29838,19.8583617,50.06554052,ALEJA KASZTANOWA 46B,3
29839,19.85531234,50.06777028,ADRIANA BARANIECKIEGO 9,3
29840,19.93012834,50.07651924,WŁADYSŁAWA ŁOKIETKA 8,3
29841,19.84800309,50.06744589,OŚWIĘCIMSKA 2A,3
29842,19.85796918,50.06840143,SARNIE UROCZYSKO 23,3
29843,19.85957737,50.06806888,SARNIE UROCZYSKO 13,3
29844,19.84738529,50.06676132,OŚWIĘCIMSKA 5,3
29845,19.85813492,50.07028897,KRÓLOWEJ JADWIGI 321,3
29846,19.91581355,50.06765992,CZARNOWIEJSKA 93,3
29847,19.86143933,50.06931449,KRÓLOWEJ JADWIGI 289,3
29848,19.86174717,50.06939001,KRÓLOWEJ JADWIGI 287,3
29849,19.85438553,50.06950258,WILCZY STOK 12,3
29850,19.85386744,50.06986487,RYSI STOK 17,3
29851,19.85361772,50.06993234,RYSI STOK 18,3
29852,19.93202823,50.07311189,ALEJA JULIUSZA SŁOWACKIEGO 44,3
29853,19.92061434,50.06752109,STANISŁAWA KONARSKIEGO 7,3
29854,19.92654993,50.07337095,ALEJA ARTURA GROTTGERA 14,3
